index,y,x
1152,46300,64716.6667
1153,46300,67516.6667
1154,46300,70866.6667
1155,46300,72266.6667
1156,46300,79450
1157,46300,80800
1158,46316.6667,72516.6667
1159,46316.6667,73650
1160,46316.6667,74216.6667
1161,46316.6667,78700
1162,46333.3333,72433.3333
1163,46333.3333,78833.3333
1164,46333.3333,79416.6667
1165,46333.3333,83933.3333
1166,46350,62250
1167,46350,62966.6667
1168,46350,63350
1169,46350,72550
1170,46350,80416.6667
1171,46366.6667,60516.6667
1172,46366.6667,62866.6667
1173,46366.6667,63550
1174,46366.6667,64750
1175,46366.6667,66566.6667
1176,46366.6667,70916.6667
1177,46366.6667,71233.3333
1178,46366.6667,71616.6667
1179,46366.6667,72016.6667
1180,46366.6667,72500
1181,46366.6667,74766.6667
1182,46366.6667,74883.3333
1183,46366.6667,75966.6667
1184,46366.6667,79933.3333
1185,46366.6667,81316.6667
1186,46366.6667,81516.6667
1187,46383.3333,61066.6667
1188,46383.3333,71883.3333
1189,46383.3333,75016.6667
1190,46383.3333,80816.6667
1191,46383.3333,82650
1192,46400,61150
1193,46400,63783.3333
1194,46400,66916.6667
1195,46400,67483.3333
1196,46400,70500
1197,46400,74866.6667
1198,46400,80116.6667
1199,46400,81166.6667
1200,46416.6667,62266.6667
1201,46416.6667,62433.3333
1202,46416.6667,62566.6667
1203,46416.6667,62700
1204,46416.6667,63300
1205,46416.6667,63816.6667
1206,46416.6667,71933.3333
1207,46416.6667,75366.6667
1208,46433.3333,61100
1209,46433.3333,62066.6667
1210,46433.3333,63650
1211,46433.3333,63866.6667
1212,46433.3333,64000
1213,46433.3333,67716.6667
1214,46433.3333,71016.6667
1215,46433.3333,72350
1216,46433.3333,80300
1217,46433.3333,81150
1218,46450,63450
1219,46450,66400
1220,46450,79883.3333
1221,46450,81166.6667
1222,46466.6667,64733.3333
1223,46466.6667,65250
1224,46466.6667,67566.6667
1225,46466.6667,71516.6667
1226,46466.6667,72533.3333
1227,46466.6667,81066.6667
1228,46483.3333,67416.6667
1229,46483.3333,70200
1230,46483.3333,70616.6667
1231,46483.3333,72033.3333
1232,46483.3333,72666.6667
1233,46483.3333,80533.3333
1234,46483.3333,80850
1235,46483.3333,84066.6667
1236,46500,72250
1237,46500,80966.6667
1238,46500,84333.3333
1239,46516.6667,66266.6667
1240,46516.6667,71066.6667
1241,46516.6667,72750
1242,46516.6667,75350
1243,46516.6667,80033.3333
1244,46533.3333,63683.3333
1245,46533.3333,64050
1246,46533.3333,67166.6667
1247,46533.3333,70766.6667
1248,46533.3333,72350
1249,46533.3333,72750
1250,46533.3333,76033.3333
1251,46550,61033.3333
1252,46550,66116.6667
1253,46550,72100
1254,46550,72116.6667
1255,46550,72466.6667
1256,46550,72733.3333
1257,46550,75500
1258,46550,84150
1259,46566.6667,63933.3333
1260,46566.6667,70983.3333
1261,46566.6667,71433.3333
1262,46566.6667,71833.3333
1263,46566.6667,72000
1264,46566.6667,79416.6667
1265,46566.6667,80816.6667
1266,46566.6667,80866.6667
1267,46583.3333,65333.3333
1268,46583.3333,71616.6667
1269,46583.3333,72050
1270,46583.3333,72183.3333
1271,46583.3333,73083.3333
1272,46583.3333,80183.3333
1273,46583.3333,81200
1274,46600,67733.3333
1275,46600,70850
1276,46616.6667,53533.3333
1277,46616.6667,61016.6667
1278,46616.6667,65050
1279,46616.6667,70966.6667
1280,46616.6667,71733.3333
1281,46616.6667,71933.3333
1282,46616.6667,72666.6667
1283,46616.6667,72733.3333
1284,46616.6667,72766.6667
1285,46633.3333,53600
1286,46633.3333,64866.6667
1287,46633.3333,71916.6667
1288,46633.3333,72683.3333
1289,46633.3333,79016.6667
1290,46633.3333,80433.3333
1291,46633.3333,81383.3333
1292,46650,60966.6667
1293,46650,65866.6667
1294,46650,67583.3333
1295,46650,70800
1296,46650,71300
1297,46650,71566.6667
1298,46666.6667,53083.3333
1299,46666.6667,64066.6667
1300,46666.6667,71733.3333
1301,46666.6667,72133.3333
1302,46666.6667,73916.6667
1303,46666.6667,80750
1304,46683.3333,60366.6667
1305,46683.3333,64183.3333
1306,46683.3333,64866.6667
1307,46683.3333,70016.6667
1308,46683.3333,70450
1309,46683.3333,71066.6667
1310,46683.3333,71716.6667
1311,46683.3333,71883.3333
1312,46683.3333,72033.3333
1313,46683.3333,72716.6667
1314,46700,64216.6667
1315,46700,71400
1316,46700,71583.3333
1317,46700,72083.3333
1318,46700,75450
1319,46700,80916.6667
1320,46700,81550
1321,46716.6667,53266.6667
1322,46716.6667,65416.6667
1323,46716.6667,70716.6667
1324,46716.6667,71266.6667
1325,46716.6667,72566.6667
1326,46716.6667,79083.3333
1327,46716.6667,79100
1328,46716.6667,84133.3333
1329,46733.3333,53366.6667
1330,46733.3333,64966.6667
1331,46733.3333,65833.3333
1332,46733.3333,67700
1333,46733.3333,70366.6667
1334,46733.3333,71266.6667
1335,46733.3333,75300
1336,46750,70583.3333
1337,46750,71233.3333
1338,46750,71266.6667
1339,46750,71350
1340,46750,71700
1341,46750,71816.6667
1342,46750,72250
1343,46766.6667,70950
1344,46766.6667,71250
1345,46766.6667,78983.3333
1346,46783.3333,67500
1347,46783.3333,70750
1348,46783.3333,71200
1349,46783.3333,71300
1350,46783.3333,71383.3333
1351,46783.3333,84050
1352,46800,53650
1353,46800,54066.6667
1354,46800,64066.6667
1355,46800,67716.6667
1356,46800,70200
1357,46800,71166.6667
1358,46800,71250
1359,46800,71316.6667
1360,46800,72500
1361,46816.6667,65800
1362,46816.6667,71200
1363,46816.6667,71250
1364,46816.6667,79583.3333
1365,46816.6667,80950
1366,46833.3333,65783.3333
1367,46833.3333,70850
1368,46833.3333,71166.6667
1369,46850,69900
1370,46850,71183.3333
1371,46850,71350
1372,46850,71366.6667
1373,46850,71616.6667
1374,46850,72450
1375,46850,81016.6667
1376,46866.6667,53616.6667
1377,46866.6667,55816.6667
1378,46866.6667,70916.6667
1379,46866.6667,71266.6667
1380,46866.6667,71366.6667
1381,46866.6667,71433.3333
1382,46866.6667,72383.3333
1383,46866.6667,75316.6667
1384,46883.3333,53966.6667
1385,46883.3333,65516.6667
1386,46883.3333,70816.6667
1387,46883.3333,71150
1388,46883.3333,71166.6667
1389,46883.3333,71283.3333
1390,46883.3333,71516.6667
1391,46883.3333,71833.3333
1392,46900,55400
1393,46900,55966.6667
1394,46900,60466.6667
1395,46900,65183.3333
1396,46900,65633.3333
1397,46900,67383.3333
1398,46900,71133.3333
1399,46900,79633.3333
1400,46900,84600
1401,46916.6667,53583.3333
1402,46916.6667,54183.3333
1403,46933.3333,52966.6667
1404,46933.3333,55550
1405,46933.3333,70733.3333
1406,46933.3333,71466.6667
1407,46933.3333,74016.6667
1408,46950,55983.3333
1409,46950,64033.3333
1410,46950,65600
1411,46950,69783.3333
1412,46966.6667,52966.6667
1413,46966.6667,53700
1414,46966.6667,65733.3333
1415,46966.6667,70550
1416,46966.6667,70950
1417,46966.6667,71016.6667
1418,46983.3333,65550
1419,46983.3333,65566.6667
1420,46983.3333,71366.6667
1421,46983.3333,72183.3333
1422,47000,60466.6667
1423,47000,60516.6667
1424,47000,70816.6667
1425,47016.6667,52916.6667
1426,47016.6667,53616.6667
1427,47016.6667,70933.3333
1428,47033.3333,65183.3333
1429,47033.3333,65433.3333
1430,47033.3333,79266.6667
1431,47050,55183.3333
1432,47050,67733.3333
1433,47050,70850
1434,47050,70883.3333
1435,47066.6667,55866.6667
1436,47066.6667,65383.3333
1437,47066.6667,79783.3333
1438,47083.3333,52950
1439,47100,54066.6667
1440,47100,55783.3333
1441,47100,69983.3333
1442,47100,81933.3333
1443,47116.6667,53516.6667
1444,47116.6667,65600
1445,47116.6667,70183.3333
1446,47116.6667,70333.3333
1447,47116.6667,70850
1448,47133.3333,53500
1449,47133.3333,54066.6667
1450,47133.3333,55533.3333
1451,47133.3333,70766.6667
1452,47150,55133.3333
1453,47166.6667,55166.6667
1454,47166.6667,67916.6667
1455,47166.6667,72633.3333
1456,47183.3333,54050
1457,47183.3333,55050
1458,47183.3333,79316.6667
1459,47200,65150
1460,47200,68833.3333
1461,47200,70266.6667
1462,47200,79366.6667
1463,47216.6667,52850
1464,47216.6667,53566.6667
1465,47216.6667,74366.6667
1466,47233.3333,53966.6667
1467,47233.3333,55366.6667
1468,47233.3333,61850
1469,47233.3333,65050
1470,47250,52850
1471,47250,72250
1472,47250,81466.6667
1473,47266.6667,54916.6667
1474,47283.3333,52833.3333
1475,47283.3333,53883.3333
1476,47283.3333,54816.6667
1477,47283.3333,65616.6667
1478,47283.3333,79333.3333
1479,47283.3333,79716.6667
1480,47300,54000
1481,47300,82100
1482,47316.6667,53916.6667
1483,47316.6667,70150
1484,47316.6667,70183.3333
1485,47316.6667,70566.6667
1486,47333.3333,52833.3333
1487,47333.3333,68666.6667
1488,47333.3333,69683.3333
1489,47333.3333,69983.3333
1490,47333.3333,79433.3333
1491,47333.3333,79800
1492,47333.3333,84550
1493,47366.6667,54916.6667
1494,47366.6667,61933.3333
1495,47366.6667,68333.3333
1496,47366.6667,70033.3333
1497,47383.3333,53133.3333
1498,47383.3333,54166.6667
1499,47383.3333,54783.3333
1500,47383.3333,61866.6667
1501,47383.3333,68900
1502,47383.3333,79683.3333
1503,47400,54333.3333
1504,47400,54516.6667
1505,47400,68866.6667
1506,47416.6667,53533.3333
1507,47416.6667,69950
1508,47416.6667,79283.3333
1509,47416.6667,81533.3333
1510,47433.3333,53166.6667
1511,47433.3333,53216.6667
1512,47433.3333,53800
1513,47433.3333,54466.6667
1514,47433.3333,69033.3333
1515,47433.3333,69050
1516,47433.3333,69416.6667
1517,47433.3333,69883.3333
1518,47433.3333,70500
1519,47433.3333,79633.3333
1520,47433.3333,82333.3333
1521,47450,52716.6667
1522,47450,53233.3333
1523,47450,69150
1524,47450,69216.6667
1525,47450,69750
1526,47450,69883.3333
1527,47450,72783.3333
1528,47450,79433.3333
1529,47466.6667,53083.3333
1530,47466.6667,55533.3333
1531,47466.6667,69000
1532,47466.6667,79433.3333
1533,47483.3333,54200
1534,47483.3333,55116.6667
1535,47483.3333,55833.3333
1536,47483.3333,69283.3333
1537,47483.3333,70383.3333
1538,47500,53016.6667
1539,47500,55450
1540,47500,55783.3333
1541,47500,64916.6667
1542,47500,67383.3333
1543,47500,69933.3333
1544,47500,76700
1545,47500,79666.6667
1546,47516.6667,52783.3333
1547,47516.6667,52966.6667
1548,47516.6667,53216.6667
1549,47516.6667,53666.6667
1550,47516.6667,55450
1551,47516.6667,57416.6667
1552,47516.6667,69816.6667
1553,47533.3333,52933.3333
1554,47533.3333,53300
1555,47533.3333,54100
1556,47533.3333,54966.6667
1557,47533.3333,68916.6667
1558,47550,52666.6667
1559,47550,53550
1560,47550,53666.6667
1561,47550,55933.3333
1562,47550,56883.3333
1563,47550,61566.6667
1564,47550,68650
1565,47550,69416.6667
1566,47550,79233.3333
1567,47566.6667,54233.3333
1568,47566.6667,56750
1569,47566.6667,59150
1570,47566.6667,70200
1571,47566.6667,70400
1572,47583.3333,53300
1573,47583.3333,53550
1574,47583.3333,56816.6667
1575,47583.3333,57266.6667
1576,47583.3333,82766.6667
1577,47600,55916.6667
1578,47600,56416.6667
1579,47600,57633.3333
1580,47600,59016.6667
1581,47600,65650
1582,47600,68800
1583,47600,69733.3333
1584,47600,69800
1585,47600,79650
1586,47616.6667,53300
1587,47616.6667,55233.3333
1588,47616.6667,58716.6667
1589,47616.6667,59233.3333
1590,47616.6667,69633.3333
1591,47633.3333,52683.3333
1592,47633.3333,52850
1593,47633.3333,53500
1594,47633.3333,53750
1595,47633.3333,67333.3333
1596,47633.3333,70150
1597,47633.3333,80000
1598,47650,52733.3333
1599,47650,52933.3333
1600,47650,53216.6667
1601,47650,53966.6667
1602,47650,54150
1603,47650,54933.3333
1604,47650,55233.3333
1605,47650,70166.6667
1606,47650,80166.6667
1607,47650,80783.3333
1608,47666.6667,54083.3333
1609,47666.6667,58233.3333
1610,47666.6667,64833.3333
1611,47666.6667,69050
1612,47666.6667,69733.3333
1613,47666.6667,70383.3333
1614,47666.6667,72266.6667
1615,47666.6667,80233.3333
1616,47666.6667,81716.6667
1617,47683.3333,53250
1618,47683.3333,53883.3333
1619,47683.3333,54716.6667
1620,47683.3333,55466.6667
1621,47683.3333,59316.6667
1622,47683.3333,65433.3333
1623,47683.3333,67100
1624,47683.3333,68883.3333
1625,47683.3333,69633.3333
1626,47683.3333,70233.3333
1627,47683.3333,73050
1628,47683.3333,80733.3333
1629,47700,54233.3333
1630,47700,64850
1631,47700,65166.6667
1632,47700,69283.3333
1633,47716.6667,52716.6667
1634,47716.6667,52833.3333
1635,47716.6667,53500
1636,47716.6667,69133.3333
1637,47716.6667,79816.6667
1638,47716.6667,80333.3333
1639,47716.6667,83200
1640,47733.3333,53250
1641,47733.3333,64700
1642,47733.3333,65716.6667
1643,47733.3333,69983.3333
1644,47750,53200
1645,47750,65366.6667
1646,47766.6667,52766.6667
1647,47766.6667,53216.6667
1648,47766.6667,54216.6667
1649,47766.6667,69483.3333
1650,47766.6667,69616.6667
1651,47766.6667,69950
1652,47783.3333,53166.6667
1653,47783.3333,53483.3333
1654,47783.3333,59233.3333
1655,47783.3333,64633.3333
1656,47783.3333,64950
1657,47800,53166.6667
1658,47800,69150
1659,47800,79816.6667
1660,47816.6667,53450
1661,47816.6667,59200
1662,47816.6667,65183.3333
1663,47816.6667,66883.3333
1664,47816.6667,79866.6667
1665,47816.6667,80000
1666,47833.3333,54166.6667
1667,47833.3333,59316.6667
1668,47833.3333,64700
1669,47833.3333,69533.3333
1670,47833.3333,83400
1671,47850,53983.3333
1672,47850,59150
1673,47850,65766.6667
1674,47850,69883.3333
1675,47850,73550
1676,47866.6667,53366.6667
1677,47866.6667,53933.3333
1678,47866.6667,55850
1679,47866.6667,59366.6667
1680,47866.6667,68733.3333
1681,47883.3333,54250
1682,47883.3333,74183.3333
1683,47900,53083.3333
1684,47900,73883.3333
1685,47900,83183.3333
1686,47916.6667,53366.6667
1687,47916.6667,59033.3333
1688,47916.6667,66000
1689,47916.6667,69100
1690,47916.6667,69500
1691,47916.6667,74616.6667
1692,47933.3333,79250
1693,47950,72166.6667
1694,47950,83783.3333
1695,47950,84916.6667
1696,47966.6667,53333.3333
1697,47966.6667,66283.3333
1698,47966.6667,66766.6667
1699,47966.6667,66933.3333
1700,47983.3333,71433.3333
1701,48000,53000
1702,48000,65333.3333
1703,48000,66666.6667
1704,48000,66766.6667
1705,48000,80650
1706,48000,84783.3333
1707,48016.6667,53266.6667
1708,48016.6667,54016.6667
1709,48016.6667,58950
1710,48016.6667,69050
1711,48016.6667,69333.3333
1712,48016.6667,78933.3333
1713,48016.6667,79950
1714,48033.3333,52983.3333
1715,48033.3333,53116.6667
1716,48033.3333,65250
1717,48033.3333,66483.3333
1718,48033.3333,69216.6667
1719,48050,53633.3333
1720,48050,53766.6667
1721,48050,65466.6667
1722,48050,66616.6667
1723,48050,67083.3333
1724,48066.6667,52933.3333
1725,48066.6667,58866.6667
1726,48066.6667,65566.6667
1727,48066.6667,66366.6667
1728,48066.6667,80016.6667
1729,48083.3333,53016.6667
1730,48083.3333,53916.6667
1731,48083.3333,82100
1732,48083.3333,84550
1733,48100,53750
1734,48100,65683.3333
1735,48100,66100
1736,48100,69733.3333
1737,48100,72183.3333
1738,48100,77766.6667
1739,48100,77900
1740,48100,79716.6667
1741,48100,80100
1742,48100,83916.6667
1743,48116.6667,69166.6667
1744,48116.6667,75216.6667
1745,48116.6667,75366.6667
1746,48116.6667,77766.6667
1747,48116.6667,84066.6667
1748,48133.3333,53583.3333
1749,48133.3333,53916.6667
1750,48133.3333,65816.6667
1751,48133.3333,66300
1752,48133.3333,78116.6667
1753,48133.3333,82266.6667
1754,48150,53966.6667
1755,48150,69716.6667
1756,48150,72216.6667
1757,48150,77483.3333
1758,48150,79950
1759,48150,80033.3333
1760,48150,84033.3333
1761,48166.6667,52933.3333
1762,48166.6667,53716.6667
1763,48166.6667,65833.3333
1764,48166.6667,67150
1765,48166.6667,75633.3333
1766,48166.6667,77550
1767,48166.6667,79533.3333
1768,48183.3333,53533.3333
1769,48183.3333,53983.3333
1770,48183.3333,58850
1771,48183.3333,64983.3333
1772,48200,58866.6667
1773,48200,64866.6667
1774,48200,69016.6667
1775,48200,79250
1776,48200,79416.6667
1777,48216.6667,78383.3333
1778,48216.6667,78916.6667
1779,48233.3333,53966.6667
1780,48233.3333,58816.6667
1781,48233.3333,69816.6667
1782,48233.3333,70183.3333
1783,48233.3333,76583.3333
1784,48233.3333,77933.3333
1785,48250,58766.6667
1786,48250,65900
1787,48250,67250
1788,48250,69550
1789,48250,72083.3333
1790,48250,79016.6667
1791,48250,79033.3333
1792,48250,82433.3333
1793,48250,84533.3333
1794,48250,89883.3333
1795,48266.6667,54166.6667
1796,48266.6667,64750
1797,48266.6667,72166.6667
1798,48283.3333,53466.6667
1799,48283.3333,68866.6667
1800,48283.3333,80233.3333
1801,48300,67583.3333
1802,48300,70850
1803,48300,84083.3333
1804,48316.6667,123550
1805,48316.6667,58683.3333
1806,48333.3333,64666.6667
1807,48333.3333,70866.6667
1808,48333.3333,70883.3333
1809,48333.3333,72133.3333
1810,48333.3333,72166.6667
1811,48333.3333,78116.6667
1812,48333.3333,88816.6667
1813,48350,54166.6667
1814,48350,64616.6667
1815,48350,67216.6667
1816,48350,68450
1817,48350,69416.6667
1818,48350,70883.3333
1819,48350,77983.3333
1820,48350,78116.6667
1821,48350,84266.6667
1822,48366.6667,123533.3333
1823,48366.6667,53383.3333
1824,48366.6667,53866.6667
1825,48366.6667,68700
1826,48366.6667,78866.6667
1827,48366.6667,79416.6667
1828,48366.6667,80250
1829,48383.3333,123683.3333
1830,48383.3333,123733.3333
1831,48383.3333,58583.3333
1832,48383.3333,64500
1833,48383.3333,71683.3333
1834,48383.3333,77666.6667
1835,48400,53350
1836,48400,53633.3333
1837,48400,71683.3333
1838,48400,77250
1839,48400,77350
1840,48400,89233.3333
1841,48416.6667,53600
1842,48416.6667,53883.3333
1843,48416.6667,67333.3333
1844,48416.6667,71250
1845,48416.6667,71950
1846,48416.6667,77516.6667
1847,48416.6667,80316.6667
1848,48416.6667,89616.6667
1849,48433.3333,123316.6667
1850,48433.3333,123350
1851,48433.3333,123416.6667
1852,48433.3333,53800
1853,48433.3333,54016.6667
1854,48433.3333,58500
1855,48433.3333,64333.3333
1856,48433.3333,68150
1857,48433.3333,68516.6667
1858,48433.3333,68583.3333
1859,48433.3333,71033.3333
1860,48433.3333,71066.6667
1861,48433.3333,71133.3333
1862,48433.3333,71183.3333
1863,48433.3333,71250
1864,48433.3333,71866.6667
1865,48433.3333,72050
1866,48433.3333,77633.3333
1867,48450,123500
1868,48450,123533.3333
1869,48450,58483.3333
1870,48450,70900
1871,48450,71066.6667
1872,48450,71216.6667
1873,48450,78883.3333
1874,48466.6667,67433.3333
1875,48466.6667,71233.3333
1876,48466.6667,71666.6667
1877,48466.6667,78066.6667
1878,48466.6667,78133.3333
1879,48466.6667,81200
1880,48466.6667,81283.3333
1881,48466.6667,81333.3333
1882,48466.6667,84416.6667
1883,48483.3333,53100
1884,48483.3333,68433.3333
1885,48483.3333,71783.3333
1886,48483.3333,72350
1887,48483.3333,77800
1888,48483.3333,80383.3333
1889,48483.3333,84950
1890,48500,53500
1891,48500,54216.6667
1892,48500,59116.6667
1893,48500,77666.6667
1894,48516.6667,53083.3333
1895,48516.6667,58416.6667
1896,48516.6667,58900
1897,48516.6667,68333.3333
1898,48516.6667,68466.6667
1899,48516.6667,72216.6667
1900,48516.6667,77683.3333
1901,48516.6667,79216.6667
1902,48516.6667,82916.6667
1903,48533.3333,123550
1904,48533.3333,67566.6667
1905,48533.3333,67850
1906,48533.3333,68083.3333
1907,48533.3333,71083.3333
1908,48533.3333,80466.6667
1909,48533.3333,80683.3333
1910,48533.3333,89583.3333
1911,48550,124416.6667
1912,48550,53333.3333
1913,48550,53483.3333
1914,48550,58566.6667
1915,48550,58733.3333
1916,48550,58916.6667
1917,48550,67683.3333
1918,48550,71316.6667
1919,48550,71650
1920,48550,77950
1921,48550,88966.6667
1922,48566.6667,53100
1923,48566.6667,58816.6667
1924,48566.6667,69233.3333
1925,48566.6667,71633.3333
1926,48566.6667,71650
1927,48566.6667,72250
1928,48566.6667,78116.6667
1929,48566.6667,78833.3333
1930,48566.6667,88733.3333
1931,48583.3333,123466.6667
1932,48583.3333,123516.6667
1933,48583.3333,53200
1934,48583.3333,67833.3333
1935,48583.3333,68183.3333
1936,48583.3333,71550
1937,48583.3333,71633.3333
1938,48583.3333,81016.6667
1939,48583.3333,85283.3333
1940,48583.3333,89900
1941,48600,53400
1942,48600,68116.6667
1943,48600,72333.3333
1944,48600,83350
1945,48600,89983.3333
1946,48616.6667,123633.3333
1947,48616.6667,53033.3333
1948,48616.6667,59100
1949,48616.6667,64266.6667
1950,48616.6667,77633.3333
1951,48616.6667,78366.6667
1952,48616.6667,80933.3333
1953,48616.6667,93416.6667
1954,48616.6667,93533.3333
1955,48616.6667,93833.3333
1956,48633.3333,53100
1957,48633.3333,64183.3333
1958,48633.3333,67116.6667
1959,48633.3333,71700
1960,48633.3333,80866.6667
1961,48633.3333,88766.6667
1962,48633.3333,90066.6667
1963,48650,123416.6667
1964,48650,124816.6667
1965,48650,53766.6667
1966,48650,58250
1967,48650,58650
1968,48650,58983.3333
1969,48650,64350
1970,48650,72450
1971,48650,77983.3333
1972,48650,80683.3333
1973,48650,86283.3333
1974,48650,90433.3333
1975,48650,93983.3333
1976,48666.6667,53650
1977,48666.6667,54050
1978,48666.6667,67333.3333
1979,48666.6667,67983.3333
1980,48666.6667,71516.6667
1981,48666.6667,71816.6667
1982,48666.6667,74950
1983,48666.6667,77466.6667
1984,48666.6667,77633.3333
1985,48666.6667,78700
1986,48666.6667,78983.3333
1987,48666.6667,79200
1988,48666.6667,90250
1989,48683.3333,123600
1990,48683.3333,54116.6667
1991,48683.3333,71366.6667
1992,48683.3333,71666.6667
1993,48683.3333,80733.3333
1994,48683.3333,85650
1995,48683.3333,93650
1996,48700,53800
1997,48700,58916.6667
1998,48700,72650
1999,48700,77733.3333
2000,48700,80783.3333
2001,48700,94300
2002,48716.6667,67866.6667
2003,48716.6667,78866.6667
2004,48716.6667,86383.3333
2005,48716.6667,90733.3333
2006,48716.6667,94566.6667
2007,48733.3333,123616.6667
2008,48733.3333,69066.6667
2009,48733.3333,71850
2010,48733.3333,90933.3333
2011,48733.3333,92083.3333
2012,48750,64583.3333
2013,48750,80683.3333
2014,48750,86366.6667
2015,48750,88583.3333
2016,48750,91200
2017,48750,91616.6667
2018,48750,92283.3333
2019,48766.6667,64383.3333
2020,48766.6667,79000
2021,48766.6667,80666.6667
2022,48766.6667,83600
2023,48766.6667,92616.6667
2024,48766.6667,92833.3333
2025,48783.3333,123483.3333
2026,48783.3333,123700
2027,48783.3333,54216.6667
2028,48783.3333,67700
2029,48783.3333,87100
2030,48800,79200
2031,48800,86966.6667
2032,48800,87266.6667
2033,48800,93983.3333
2034,48816.6667,124033.3333
2035,48816.6667,56533.3333
2036,48816.6667,56866.6667
2037,48816.6667,64450
2038,48816.6667,80816.6667
2039,48833.3333,125150
2040,48833.3333,64483.3333
2041,48833.3333,64600
2042,48833.3333,72516.6667
2043,48833.3333,78866.6667
2044,48833.3333,79366.6667
2045,48833.3333,87516.6667
2046,48833.3333,89916.6667
2047,48833.3333,91666.6667
2048,48850,123300
2049,48850,123516.6667
2050,48850,53683.3333
2051,48850,53983.3333
2052,48850,54016.6667
2053,48850,56466.6667
2054,48850,67516.6667
2055,48850,88483.3333
2056,48850,93916.6667
2057,48866.6667,123650
2058,48866.6667,123716.6667
2059,48866.6667,64200
2060,48866.6667,67100
2061,48866.6667,67450
2062,48866.6667,72233.3333
2063,48866.6667,72416.6667
2064,48866.6667,79500
2065,48866.6667,80850
2066,48866.6667,94166.6667
2067,48883.3333,123316.6667
2068,48883.3333,124200
2069,48883.3333,64550
2070,48883.3333,72666.6667
2071,48900,54433.3333
2072,48900,67333.3333
2073,48900,72200
2074,48900,87683.3333
2075,48900,88350
2076,48916.6667,123700
2077,48916.6667,80133.3333
2078,48933.3333,125516.6667
2079,48933.3333,55650
2080,48933.3333,64300
2081,48933.3333,67166.6667
2082,48933.3333,94383.3333
2083,48950,53916.6667
2084,48950,54550
2085,48950,55666.6667
2086,48950,57933.3333
2087,48950,68650
2088,48950,79483.3333
2089,48950,88283.3333
2090,48950,90250
2091,48966.6667,56033.3333
2092,48966.6667,57800
2093,48966.6667,57916.6667
2094,48966.6667,58000
2095,48966.6667,65516.6667
2096,48983.3333,123816.6667
2097,48983.3333,53700
2098,48983.3333,64383.3333
2099,48983.3333,66983.3333
2100,48983.3333,80716.6667
2101,49000,102266.6667
2102,49000,102550
2103,49000,111950
2104,49000,115166.6667
2105,49000,54883.3333
2106,49000,72166.6667
2107,49000,72550
2108,49000,79366.6667
2109,49000,97200
2110,49000,97550
2111,49016.6667,113383.3333
2112,49016.6667,118216.6667
2113,49016.6667,118783.3333
2114,49016.6667,123083.3333
2115,49016.6667,125000
2116,49016.6667,55516.6667
2117,49016.6667,56316.6667
2118,49016.6667,57616.6667
2119,49016.6667,80833.3333
2120,49016.6667,88250
2121,49016.6667,95433.3333
2122,49033.3333,113033.3333
2123,49033.3333,119466.6667
2124,49033.3333,122816.6667
2125,49033.3333,53866.6667
2126,49033.3333,95650
2127,49033.3333,95766.6667
2128,49050,101166.6667
2129,49050,113916.6667
2130,49050,118466.6667
2131,49050,122300
2132,49050,53583.3333
2133,49050,58183.3333
2134,49050,58383.3333
2135,49050,64483.3333
2136,49050,90466.6667
2137,49066.6667,105383.3333
2138,49066.6667,110450
2139,49066.6667,115183.3333
2140,49066.6667,118983.3333
2141,49066.6667,123866.6667
2142,49066.6667,72350
2143,49066.6667,81016.6667
2144,49066.6667,84100
2145,49066.6667,95966.6667
2146,49066.6667,97016.6667
2147,49083.3333,100983.3333
2148,49083.3333,104466.6667
2149,49083.3333,116100
2150,49083.3333,117816.6667
2151,49083.3333,123083.3333
2152,49083.3333,55266.6667
2153,49083.3333,57550
2154,49083.3333,66683.3333
2155,49083.3333,90283.3333
2156,49083.3333,96133.3333
2157,49083.3333,96700
2158,49083.3333,99333.3333
2159,49100,100600
2160,49100,100800
2161,49100,105166.6667
2162,49100,106366.6667
2163,49100,116516.6667
2164,49100,117716.6667
2165,49100,122650
2166,49100,122733.3333
2167,49100,122833.3333
2168,49100,122866.6667
2169,49100,123966.6667
2170,49100,53583.3333
2171,49100,58366.6667
2172,49100,94316.6667
2173,49100,95833.3333
2174,49100,96266.6667
2175,49100,97566.6667
2176,49116.6667,109266.6667
2177,49116.6667,117550
2178,49116.6667,53616.6667
2179,49116.6667,55083.3333
2180,49116.6667,58066.6667
2181,49116.6667,66483.3333
2182,49116.6667,68383.3333
2183,49133.3333,103316.6667
2184,49133.3333,103483.3333
2185,49133.3333,103800
2186,49133.3333,104183.3333
2187,49133.3333,112083.3333
2188,49133.3333,113600
2189,49133.3333,118683.3333
2190,49133.3333,122300
2191,49133.3333,123183.3333
2192,49133.3333,123850
2193,49133.3333,125900
2194,49133.3333,62533.3333
2195,49133.3333,64750
2196,49133.3333,81383.3333
2197,49133.3333,85800
2198,49133.3333,88333.3333
2199,49133.3333,97150
2200,49133.3333,98950
2201,49133.3333,99466.6667
2202,49150,102800
2203,49150,103000
2204,49150,107800
2205,49150,116333.3333
2206,49150,118566.6667
2207,49150,123916.6667
2208,49150,125916.6667
2209,49150,53583.3333
2210,49150,55366.6667
2211,49150,68200
2212,49166.6667,101450
2213,49166.6667,101783.3333
2214,49166.6667,104583.3333
2215,49166.6667,104600
2216,49166.6667,121950
